,day,china,confirm,death,die,health,hospit,infect,lockdown,mask,outbreak,pandem,patient,posit,record,report,spread,studi,test,vaccin,china_ks,confirm_ks,death_ks,die_ks,health_ks,hospit_ks,infect_ks,lockdown_ks,mask_ks,outbreak_ks,pandem_ks,patient_ks,posit_ks,record_ks,report_ks,spread_ks,studi_ks,test_ks,vaccin_ks
39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.04675388880060412,0.26458675424192624,0.4680579832971346,0.5647015202075973,0.0,0.0,0.0,0.0,0.0,0.0,0.10980454473223944,0.2903402369475796,0.06290587425181292,0.24939527164221986,0.2581704539435292,0.08499390857566258,0.10570475131098052,0.0
40,41,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.06159224535195729,0.22213747197067635,0.4464607941805254,0.4970425693450984,0.0,0.0,0.0,0.0,0.0,0.0,0.10078217419707257,0.3203983261825403,0.02921764924019321,0.2214630012183334,0.270943023112058,0.0922012112224122,0.1397743524550895,0.0
41,42,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0.0,0.07484506594630469,0.1962215512826937,0.4202800289563102,0.2998393276479732,0.0,0.0,0.0,0.0,0.0,0.0,0.062358528876887975,0.3677489980048438,0.022102159365910982,0.19677242791815355,0.2916291470240342,0.08390981160726163,0.17331426452674134,0.0
42,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0.0,0.08584494235219052,0.18624574041707787,0.40656108197824414,0.18698024259752088,0.0,0.0,0.0,0.0,0.0,0.0,0.042657626639801986,0.4255698571605255,0.04193018698021866,0.19641930186974488,0.3008845807511093,0.10928191818063926,0.20387732401084024,0.0
43,44,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.014301604957885685,0.09407277927855516,0.1928032911348088,0.3956742059078051,0.13244698695170246,-0.014301604957885685,-0.014301604957885685,0.0,0.0,0.0,0.0,0.02530148136374244,0.4742200328407154,0.06315659374603655,0.21758567720745514,0.3179511626674976,0.16787259212175476,0.22946130621325445,0.0
44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.01951021417094867,0.09915779437471084,0.18907074880380528,0.4033123223334287,0.10797888306231228,-0.03381181912884523,-0.03381181912884523,0.0,0.0,-0.014301604957897453,-0.028603209915794906,0.032201564348380174,0.5046347793845567,0.06866182883966587,0.2446351325105009,0.3091088864170115,0.1810265374225195,0.2485089252608601,0.0
45,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03178134435083013,0.10087751823008563,0.19940674823892168,0.43414728887473264,0.1761216166120292,-0.036989953563805855,-0.05129155852176304,0.0,0.0,-0.01951021417090426,-0.03902042834180852,0.060614086198182975,0.5053763440859742,0.11605134452770648,0.3011105814220678,0.3170683475466659,0.20746155340155115,0.2599078341012273,0.0
46,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043727598566441366,0.09915779437475393,0.21101047018721308,0.4167346434309651,0.2759962568629639,-0.027395518830556576,-0.04690573300158008,0.0,0.0,-0.017479739393073238,-0.03495947878614647,0.08313999682182828,0.5147800907533832,0.19946677966687787,0.3613927291347016,0.3350813072726163,0.2399844624538265,0.26299062450361355,-0.028603209915861075
47,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.035365573741492184,0.09407277927853164,0.22136059466434646,0.4177445839292347,0.4253791690944517,-0.022593004572950548,-0.025771139008007538,0.0,0.0,-0.009915779437439376,-0.019831558874878752,0.11066970355072757,0.5172555043522915,0.2749827851051876,0.41364479050788505,0.35773434327383336,0.2848879707611742,0.24323322209855114,-0.03902042834178143
48,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-0.011663753376899956,0.08584494235223072,0.2382153009516044,0.3976269929550664,0.6167063933470089,-0.002154068894962613,0.00744036583846075,0.0,0.0,0.00162437982233965,0.0032487596446793,0.14038526051870992,0.5351307449192824,0.3755495524127479,0.4310609672123396,0.3809488496919149,0.33534968306940977,0.20995109204235265,-0.03495947878604788
